Causas (lista reducida);Sexo;Mes de fallecimiento;Total
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;febrero;220
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;marzo;189
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;abril;173
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;mayo;174
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;junio;168
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;julio;149
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;agosto;164
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;septiembre;147
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;octubre;167
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;noviembre;167
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;diciembre;204
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;Todos los meses;935
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;enero;104
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;febrero;95
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;marzo;79
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;abril;70
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;mayo;73
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;junio;72
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;julio;62
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;agosto;64
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;septiembre;77
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;octubre;80
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;noviembre;74
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;diciembre;85
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;Todos los meses;1.232
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;enero;141
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;febrero;125
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;marzo;110
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;abril;103
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;mayo;101
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;junio;96
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;julio;87
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;agosto;100
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;septiembre;70
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;octubre;87
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;noviembre;93
042-043 III.Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;diciembre;119
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;Todos los meses;1.958
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;enero;222
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;febrero;198
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;marzo;173
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;abril;162
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;mayo;158
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;junio;149
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;julio;127
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;agosto;149
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;septiembre;128
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;octubre;152
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;noviembre;153
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Ambos sexos;diciembre;187
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;Todos los meses;828
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;enero;94
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;febrero;83
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;marzo;72
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;abril;64
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;mayo;66
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;junio;64
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;julio;50
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;agosto;58
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;septiembre;65
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;octubre;71
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;noviembre;66
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Hombres;diciembre;75
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;Todos los meses;1.130
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;enero;128
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;febrero;115
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;marzo;101
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;abril;98
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;mayo;92
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;junio;85
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;julio;77
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;agosto;91
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;septiembre;63
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;octubre;81
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;noviembre;87
042 Enfermedades de la sangre y de los órganos hematopoyéticos;Mujeres;diciembre;112
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;Todos los meses;209
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;enero;23
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;febrero;22
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;marzo;16
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;abril;11
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;mayo;16
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;junio;19
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;julio;22
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;agosto;15
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;septiembre;19
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;octubre;15
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;noviembre;14
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Ambos sexos;diciembre;17
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;Todos los meses;107
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;enero;10
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;febrero;12
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;marzo;7
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;abril;6
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;mayo;7
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;junio;8
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;julio;12
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;agosto;6
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;septiembre;12
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;octubre;9
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;noviembre;8
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Hombres;diciembre;10
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;Todos los meses;102
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;enero;13
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;febrero;10
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;marzo;9
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;abril;5
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;mayo;9
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;junio;11
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;julio;10
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;agosto;9
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;septiembre;7
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;octubre;6
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;noviembre;6
043 Ciertos trastornos que afectan al mecanismo de la inmunidad;Mujeres;diciembre;7
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;Todos los meses;15.405
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;enero;1.593
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;febrero;1.554
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;marzo;1.418
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;abril;1.295
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;mayo;1.165
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;junio;1.167
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;julio;1.200
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;agosto;1.211
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;septiembre;1.034
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;octubre;1.073
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;noviembre;1.148
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Ambos sexos;diciembre;1.547
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;Todos los meses;7.040
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;enero;701
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;febrero;678
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;marzo;667
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;abril;617
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;mayo;540
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;junio;530
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;julio;540
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;agosto;526
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;septiembre;448
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;octubre;498
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;noviembre;546
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Hombres;diciembre;749
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;Todos los meses;8.365
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;enero;892
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;febrero;876
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;marzo;751
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;abril;678
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;mayo;625
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;junio;637
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;julio;660
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;agosto;685
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;septiembre;586
044-045 IV.Enfermedades endocrinas, nutricionales y metabólicas;Mujeres;octubre;575
